Date,ZMK,ZAR,GBP,ZWL
2017-07-26,8.84375,13.0853,1.3017,
2017-07-25,8.8418,12.94,1.3027,
2017-07-24,8.825,12.8899,1.3016,
2017-07-21,8.775,13.0361,1.29785,
2017-07-20,8.875,12.9557,1.3024,
2017-07-19,8.855,12.91365,1.30365,
2017-07-18,8.857,12.90125,1.30985,
2017-07-17,8.87845,13.04195,1.30915,
2017-07-14,8.8785,13.19495,1.29575,
2017-07-13,8.93265,13.2445,1.28975,
2017-07-12,9.0459,13.525,1.2855,
2017-07-11,9.1048,13.47155,1.287,
2017-07-10,9.1192,13.3533,1.29035,
2017-07-07,9.1143,13.435,1.2957,
2017-07-06,9.04845,13.37945,1.2945,
2017-07-05,9.145,13.1777,1.2923,
2017-07-04,9.145,13.215,1.2943,
2017-07-03,9.1834,13.0673,1.29945,
2017-06-30,9.19585,13.01495,1.3013,
2017-06-29,9.325,12.92415,1.29555,
2017-06-28,9.30175,12.9933,1.2814,
2017-06-27,9.28415,12.8608,1.273,
2017-06-26,9.28415,12.9096,1.2743,
2017-06-23,9.295,12.9857,1.2703,
2017-06-22,9.235,13.0486,1.26725,
2017-06-21,9.225,13.0819,1.2632,
2017-06-20,9.20555,12.9745,1.2743,
2017-06-19,9.2097,12.8152,1.27695,
2017-06-16,9.2088,12.91055,1.27725,
2017-06-15,9.2088,12.66125,1.27455,
2017-06-14,9.22,12.75905,1.2748,
2017-06-13,9.19585,12.81085,1.26525,
2017-06-09,9.2506,12.905,1.2748,
2017-06-08,9.29725,12.81755,1.2953,
2017-06-07,9.31,12.84455,1.29015,
2017-06-06,9.355,12.7057,1.2927,
2017-06-05,9.3357,12.84385,1.28685,
2017-06-02,9.3017,12.8874,1.28755,
2017-06-01,9.2347,13.1144,1.28665,
2017-05-30,9.205,13.0027,1.28085,
2017-05-29,9.33465,12.86315,1.2828,
2017-05-26,9.33465,12.9376,1.288,
2017-05-24,9.33635,13.1407,1.29775,
2017-05-23,9.33205,13.24835,1.2989,
2017-05-22,9.3367,13.2322,1.29965,
2017-05-19,9.32115,13.3788,1.29535,
2017-05-18,9.20075,13.2838,1.29705,
2017-05-16,9.225,13.172,1.2916,
2017-05-15,9.225,13.34885,1.2909,
2017-05-12,9.2,13.3648,1.2886,
2017-05-11,9.195,13.5175,1.29325,
2017-05-10,9.2672,13.5615,1.29545,
2017-05-09,9.2672,13.665,1.2951,
2017-05-08,9.2732,13.47045,1.29645,
2017-05-05,9.265,13.693,1.2922,
2017-05-04,9.31,13.44265,1.2876,
2017-05-03,9.3649,13.3273,1.29045,
2017-05-02,9.325,13.35245,1.29,
2017-04-28,9.36915,13.3461,1.2908,
2017-04-27,9.345,13.19425,1.2869,
2017-04-26,9.325,13.07985,1.28305,
2017-04-25,9.275,13.0261,1.27945,
2017-04-24,9.4,12.9988,1.2791,
2017-04-21,9.325,13.16335,1.2801,
2017-04-20,9.3757,13.28185,1.2804,
2017-04-19,9.4299,13.31395,1.28305,
2017-04-13,9.475,13.4443,1.25545,
2017-04-12,9.45,13.785,1.24825,
2017-04-11,9.465,13.89605,1.2416,
2017-04-10,9.55,13.8135,1.2389,
2017-04-07,9.425,13.78,1.2467,
2017-04-06,9.495,13.84395,1.24895,
2017-04-05,9.565,13.6362,1.2448,
2017-04-03,9.67,13.4109,1.25475,
2017-03-31,9.66,13.545,1.24865,
2017-03-30,9.575,13.035,1.2441,
2017-03-29,9.495,13.06,1.23995,
2017-03-28,9.55,12.80765,1.25715,
2017-03-27,9.525,12.37675,1.25315,
2017-03-24,9.55375,12.4949,1.24805,
2017-03-23,9.55375,12.5571,1.24885,
2017-03-22,9.55025,12.69735,1.248,
2017-03-21,9.55025,12.65925,1.2356,
2017-03-20,9.625,12.68075,1.23945,
2017-03-17,9.5814,12.765,1.2353,
2017-03-16,9.49,12.835,1.22715,
2017-03-15,9.625,13.1378,1.21685,
2017-03-14,9.625,13.1444,1.22045,
2017-03-13,9.625,13.1096,1.21875,
2017-03-10,9.725,13.28565,1.21585,
2017-03-09,9.7,13.1572,1.21565,
2017-03-08,9.7,12.96345,1.22045,
2017-03-07,9.75,12.9775,1.2241,
2017-03-06,9.675,13.03375,1.2289,
2017-03-03,9.71,13.15875,1.2261,
2017-03-02,9.66,13.00975,1.22785,
2017-03-01,9.5,13.1468,1.23735,
2017-02-28,9.475,12.9957,1.2439,
2017-02-27,9.56,12.9635,1.24295,
2017-02-24,9.57,12.91495,1.2547,
2017-02-23,9.725,12.985,1.2446,
2017-02-22,9.725,13.107,1.2499,
2017-02-21,9.775,13.0736,1.24435,
2017-02-20,9.7617,13.05365,1.2419,
2017-02-17,9.73,12.99665,1.25025,
2017-02-16,9.725,12.9308,1.2469,
2017-02-15,9.845,13.0855,1.24655,
2017-02-14,9.87555,13.2846,1.2536,
2017-02-13,9.88555,13.38365,1.2497,
2017-02-09,9.8,13.428,1.25085,
2017-02-08,9.8911,13.4548,1.2502,
2017-02-07,9.9,13.33425,1.2465,
2017-02-06,9.9,13.27525,1.2485,
2017-02-03,9.85,13.3942,1.25175,
2017-02-02,9.875,13.4,1.2675,
2017-02-01,9.925,13.49865,1.2568,
2017-01-31,9.925,13.51455,1.25155,
2017-01-30,9.875,13.45035,1.2574,
2017-01-27,9.775,13.415,1.2564,
2017-01-26,9.8,13.2532,1.2654,
2017-01-25,9.84,13.385,1.2515,
2017-01-24,9.88055,13.435,1.2512,
2017-01-23,9.87,13.49235,1.2421,
2017-01-20,9.92,13.525,1.2352,
2017-01-19,9.89,13.6012,1.22785,
2017-01-18,9.9,13.541,1.23295,
2017-01-17,9.925,13.5685,1.20875,
2017-01-16,9.91,13.54415,1.203,
2017-01-13,10.025,13.54085,1.2167,
2017-01-09,10.01,13.785,1.219,
2017-01-06,9.985,13.624,1.23785,
2017-01-05,9.92,13.5552,1.2346,
2017-01-04,9.925,13.74775,1.2245,
2017-01-03,9.925,13.70995,1.23,
